id,sort_id,warehouse_id,external_key,taxon,descriptionKey,image,image_width,image_height,image_copyright
305,305,432413,eBMS431,Boloria chariclea,Boloria-chariclea-description,,,,
306,306,432414,eBMS432,Boloria angarensis,Boloria-angarensis-description,,,,
307,307,432415,eBMS433,Apatura iris,Apatura-iris-description,176,1024,681,Albert Vliegenthart
308,308,432416,eBMS434,Apatura metis,Apatura-metis-description,174,1024,693,Albert Vliegenthart
309,309,432417,eBMS435,Apatura ilia,Apatura-ilia-description,175,1024,683,Kars Veling
311,311,432418,eBMS436,Apatura ilia/iris,Apatura-ilia/iris-description,,,,
312,312,432420,eBMS437,Araschnia levana,Araschnia-levana-description,154,1024,788,Chris Van Swaay
313,313,432421,eBMS438,Vanessa virginiensis,Vanessa-virginiensis-description,,,,
314,314,432422,eBMS439,Vanessa cardui,Vanessa-cardui-description,149,1024,681,Albert Vliegenthart
315,315,432423,eBMS440,Vanessa vulcania,Vanessa-vulcania-description,,,,
316,316,432424,eBMS441,Vanessa atalanta,Vanessa-atalanta-description,,,,
317,317,432425,eBMS442,Aglais io,Aglais-io-description,,,,
318,318,432426,eBMS443,Aglais urticae,Aglais-urticae-description,150,1024,664,Kars Veling
319,319,432427,eBMS444,Aglais ichnusa,Aglais-ichnusa-description,,,,
320,320,432428,eBMS445,Polygonia egea,Polygonia-egea-description,152,1024,681,Albert Vliegenthart
321,321,432429,eBMS446,Polygonia c-album,Polygonia-c-album-description,151,1024,782,Chris Van Swaay
322,322,432430,eBMS447,Nymphalis vaualbum,Nymphalis-vaualbum-description,,,,
323,323,432431,eBMS448,Nymphalis polychloros,Nymphalis-polychloros-description,153,1024,681,Albert Vliegenthart
324,324,432432,eBMS449,Nymphalis xanthomelas,Nymphalis-xanthomelas-description,,,,
325,325,432433,eBMS450,Nymphalis antiopa,Nymphalis-antiopa-description,,,,
326,326,432434,eBMS451,Hypolimnas misippus,Hypolimnas-misippus-description,,,,
327,327,432435,eBMS452,Euphydryas desfontainii,Euphydryas-desfontainii-description,,,,
328,328,432436,eBMS453,Euphydryas aurinia,Euphydryas-aurinia-description,,,,
329,329,432437,eBMS454,Euphydryas cynthia,Euphydryas-cynthia-description,155,1024,681,Albert Vliegenthart
330,330,432438,eBMS455,Euphydryas iduna,Euphydryas-iduna-description,,,,
331,331,432439,eBMS456,Euphydryas maturna,Euphydryas-maturna-description,157,1024,683,Rudi Verovnik
332,332,432440,eBMS457,Euphydryas intermedia,Euphydryas-intermedia-description,156,1024,681,Albert Vliegenthart
333,333,432441,eBMS458,Melitaea trivia,Melitaea-trivia-description,161,1024,710,Chris Van Swaay
334,334,432442,eBMS459,Melitaea didyma,Melitaea-didyma-description,162,1024,768,Chris Van Swaay
335,335,432443,eBMS460,Melitaea arduinna,Melitaea-arduinna-description,,,,
336,336,432444,eBMS461,Melitaea aetherie,Melitaea-aetherie-description,160,1024,681,Albert Vliegenthart
337,337,432445,eBMS462,Melitaea phoebe,Melitaea-phoebe-description,159,1024,681,Albert Vliegenthart
338,338,432446,eBMS463,Melitaea ornata,Melitaea-ornata-description,,,,
339,339,432447,eBMS464,Melitaea cinxia,Melitaea-cinxia-description,158,1024,738,Chris Van Swaay
340,340,432448,eBMS465,Melitaea diamina,Melitaea-diamina-description,163,1024,681,Albert Vliegenthart
341,341,432449,eBMS466,Melitaea celadussa,Melitaea-celadussa-description,,,,
342,342,432450,eBMS467,Melitaea deione,Melitaea-deione-description,164,1024,668,Martin Wiemers
343,343,432451,eBMS468,Melitaea britomartis,Melitaea-britomartis-description,167,1024,667,Albert Vliegenthart
344,344,432452,eBMS469,Melitaea athalia,Melitaea-athalia-description,168,1024,768,Chris Van Swaay
345,345,432453,eBMS470,Melitaea varia,Melitaea-varia-description,165,1024,683,Kars Veling
346,346,432454,eBMS471,Melitaea parthenoides,Melitaea-parthenoides-description,,,,
347,347,432455,eBMS472,Melitaea aurelia,Melitaea-aurelia-description,166,1024,768,Martin Wiemers
348,348,432456,eBMS473,Melitaea asteria,Melitaea-asteria-description,,,,
349,349,432457,eBMS474,Libythea celtis,Libythea-celtis-description,132,1024,761,Chris Van Swaay
350,350,432458,eBMS475,Danaus plexippus,Danaus-plexippus-description,,,,
351,351,432459,eBMS476,Danaus chrysippus,Danaus-chrysippus-description,238,1024,676,Kars Veling
352,352,432460,eBMS477,Charaxes jasius,Charaxes-jasius-description,173,1024,687,Chris Van Swaay
353,353,432461,eBMS478,Coenonympha phryne,Coenonympha-phryne-description,,,,
354,354,432462,eBMS479,Coenonympha oedippus,Coenonympha-oedippus-description,182,1024,683,Kars Veling
355,355,432463,eBMS480,Coenonympha dorus,Coenonympha-dorus-description,187,1024,681,Albert Vliegenthart
356,356,432464,eBMS481,Coenonympha thyrsis,Coenonympha-thyrsis-description,,,,
357,357,432465,eBMS482,Coenonympha pamphilus,Coenonympha-pamphilus-description,190,1024,681,Albert Vliegenthart
358,358,432466,eBMS483,Coenonympha tullia,Coenonympha-tullia-description,181,1024,727,Chris Van Swaay
359,359,432467,eBMS484,Coenonympha rhodopensis,Coenonympha-rhodopensis-description,183,1024,682,Kars Veling
360,360,432468,eBMS485,Coenonympha amaryllis,Coenonympha-amaryllis-description,,,,
361,361,432722,eBMS486,Coenonympha glycerion,Coenonympha-glycerion-description,185,1024,710,Kars Veling
362,362,432470,eBMS487,Coenonympha corinna,Coenonympha-corinna-description,,,,
363,363,432471,eBMS488,Coenonympha leander,Coenonympha-leander-description,189,1024,768,Chris Van Swaay
364,364,432472,eBMS489,Coenonympha hero,Coenonympha-hero-description,188,1024,672,Kars Veling
365,365,432473,eBMS490,Coenonympha gardetta,Coenonympha-gardetta-description,186,1024,681,Albert Vliegenthart
366,366,432474,eBMS491,Coenonympha orientalis,Coenonympha-orientalis-description,,,,
367,367,432475,eBMS492,Coenonympha arcania,Coenonympha-arcania-description,184,1024,681,Albert Vliegenthart
368,368,432476,eBMS493,Kirinia roxelana,Kirinia-roxelana-description,,,,
369,369,432723,eBMS494,Kirinia climene,Kirinia-climene-description,,,,
370,370,432724,eBMS495,Lopinga achine,Lopinga-achine-description,,,,
371,371,432479,eBMS496,Pararge xiphia,Pararge-xiphia-description,,,,
372,372,432480,eBMS497,Pararge xiphioides,Pararge-xiphioides-description,,,,
373,373,432481,eBMS498,Pararge aegeria,Pararge-aegeria-description,177,1024,729,Chris Van Swaay
374,374,432482,eBMS499,Lasiommata maera,Lasiommata-maera-description,180,1024,683,Rudi Verovnik
375,375,432483,eBMS500,Lasiommata deidamia,Lasiommata-deidamia-description,,,,
376,376,432484,eBMS501,Lasiommata petropolitana,Lasiommata-petropolitana-description,179,1024,681,Albert Vliegenthart
377,377,432485,eBMS502,Lasiommata paramegaera,Lasiommata-paramegaera-description,,,,
378,378,432486,eBMS503,Lasiommata megera,Lasiommata-megera-description,178,1024,791,Chris Van Swaay
379,379,432487,eBMS504,Melanargia russiae,Melanargia-russiae-description,216,1024,681,Albert Vliegenthart
380,380,432488,eBMS505,Melanargia larissa,Melanargia-larissa-description,218,1024,681,Albert Vliegenthart
381,381,432489,eBMS506,Melanargia lachesis,Melanargia-lachesis-description,217,1024,679,Kars Veling
382,382,432490,eBMS507,Melanargia galathea,Melanargia-galathea-description,,,,
383,383,432491,eBMS508,Melanargia ines,Melanargia-ines-description,220,1024,681,Albert Vliegenthart
384,384,432492,eBMS509,Melanargia arge,Melanargia-arge-description,,,,
385,385,432493,eBMS510,Melanargia pherusa,Melanargia-pherusa-description,,,,
386,386,432494,eBMS511,Melanargia occitanica,Melanargia-occitanica-description,219,1024,668,Martin Wiemers
387,387,432725,eBMS512,Hipparchia fatua,Hipparchia-fatua-description,230,1024,682,Kars Veling
388,388,432496,eBMS513,Hipparchia statilinus,Hipparchia-statilinus-description,229,1024,681,Albert Vliegenthart
389,389,432510,eBMS527,Hipparchia azorina,Hipparchia-azorina-description,,,,
390,390,432511,eBMS528,Hipparchia senthes,Hipparchia-senthes-description,,,,
391,391,432512,eBMS529,Hipparchia maderensis,Hipparchia-maderensis-description,,,,
392,392,432727,eBMS530,Hipparchia semele,Hipparchia-semele-description,227,1024,768,Chris Van Swaay
393,393,432514,eBMS531,Hipparchia blachieri,Hipparchia-blachieri-description,,,,
394,394,432515,eBMS532,Hipparchia aristaeus,Hipparchia-aristaeus-description,,,,
395,395,432516,eBMS533,Hipparchia volgensis,Hipparchia-volgensis-description,228,1024,681,Albert Vliegenthart
396,396,432517,eBMS534,Hipparchia neapolitana,Hipparchia-neapolitana-description,,,,
397,397,432518,eBMS535,Hipparchia leighebi,Hipparchia-leighebi-description,,,,
398,398,432519,eBMS536,Hipparchia pellucida,Hipparchia-pellucida-description,,,,
399,399,432520,eBMS537,Hipparchia sbordonii,Hipparchia-sbordonii-description,,,,
400,400,432521,eBMS538,Hipparchia cypriensis,Hipparchia-cypriensis-description,,,,
401,401,432522,eBMS539,Hipparchia cretica,Hipparchia-cretica-description,,,,
402,402,432523,eBMS540,Hipparchia christenseni,Hipparchia-christenseni-description,,,,
403,403,432524,eBMS541,Minois dryas,Minois-dryas-description,223,1024,768,Martin Wiemers
404,404,432525,eBMS542,Brintesia circe,Brintesia-circe-description,233,1024,1341,Chris Van Swaay
405,405,432526,eBMS543,Arethusana arethusa,Arethusana-arethusa-description,232,1024,768,Chris Van Swaay
406,406,432527,eBMS544,Oeneis tarpeia,Oeneis-tarpeia-description,,,,
407,407,432528,eBMS545,Oeneis bore,Oeneis-bore-description,,,,
408,408,432529,eBMS546,Oeneis ammon,Oeneis-ammon-description,,,,
409,409,432530,eBMS547,Oeneis melissa,Oeneis-melissa-description,,,,
410,410,432531,eBMS548,Oeneis magna,Oeneis-magna-description,,,,
411,411,432532,eBMS549,Oeneis jutta,Oeneis-jutta-description,237,1024,825,Chris Van Swaay
412,412,432533,eBMS550,Oeneis norna,Oeneis-norna-description,,,,
413,413,432534,eBMS551,Oeneis polixenes,Oeneis-polixenes-description,,,,
414,414,432535,eBMS552,Oeneis glacialis,Oeneis-glacialis-description,236,1024,693,Kars Veling
415,415,432536,eBMS553,Satyrus ferula,Satyrus-ferula-description,221,1024,753,Chris Van Swaay
416,416,432537,eBMS554,Satyrus virbius,Satyrus-virbius-description,,,,
417,417,432538,eBMS555,Satyrus actaea,Satyrus-actaea-description,222,1024,681,Albert Vliegenthart
418,418,432539,eBMS556,Chazara briseis,Chazara-briseis-description,234,1024,681,Albert Vliegenthart
419,419,432540,eBMS557,Chazara prieuri,Chazara-prieuri-description,,,,
420,420,432541,eBMS558,Chazara persephone,Chazara-persephone-description,,,,
421,421,432542,eBMS559,Pseudochazara geyeri,Pseudochazara-geyeri-description,,,,
422,422,432543,eBMS560,Pseudochazara graeca,Pseudochazara-graeca-description,,,,
423,423,432544,eBMS561,Pseudochazara amymone,Pseudochazara-amymone-description,,,,
424,424,432545,eBMS562,Pseudochazara anthelea,Pseudochazara-anthelea-description,235,1024,681,Albert Vliegenthart
425,425,432546,eBMS563,Pseudochazara amalthea,Pseudochazara-amalthea-description,,,,
426,426,432547,eBMS564,Pseudochazara williamsi,Pseudochazara-williamsi-description,,,,
427,427,432548,eBMS565,Pseudochazara euxina,Pseudochazara-euxina-description,,,,
428,428,432549,eBMS566,Pseudochazara mercurius,Pseudochazara-mercurius-description,,,,
429,429,432550,eBMS567,Pseudochazara cingovskii,Pseudochazara-cingovskii-description,,,,
430,430,432551,eBMS568,Pseudochazara tisiphone,Pseudochazara-tisiphone-description,,,,
431,431,432552,eBMS569,Pseudochazara orestes,Pseudochazara-orestes-description,,,,
432,432,432553,eBMS570,Ypthima asterope,Ypthima-asterope-description,,,,
433,433,432554,eBMS571,Proterebia phegea,Proterebia-phegea-description,,,,
434,434,432555,eBMS572,Hyponephele huebneri,Hyponephele-huebneri-description,,,,
435,435,432556,eBMS573,Hyponephele lycaon,Hyponephele-lycaon-description,195,1024,681,Albert Vliegenthart
436,436,432728,eBMS574,Hyponephele lupina,Hyponephele-lupina-description,196,1024,678,Kars Veling
437,437,432558,eBMS575,Aphantopus hyperantus,Aphantopus-hyperantus-description,,,,
438,438,432729,eBMS576,Pyronia cecilia,Pyronia-cecilia-description,192,1024,679,Kars Veling
439,439,432560,eBMS577,Pyronia tithonus,Pyronia-tithonus-description,191,1024,681,Albert Vliegenthart
440,440,432561,eBMS578,Pyronia bathseba,Pyronia-bathseba-description,193,1024,681,Albert Vliegenthart
441,441,432562,eBMS579,Maniola jurtina,Maniola-jurtina-description,194,1024,681,Albert Vliegenthart
442,442,432563,eBMS580,Maniola nurag,Maniola-nurag-description,,,,
443,443,432564,eBMS581,Maniola chia,Maniola-chia-description,,,,
444,444,432565,eBMS582,Maniola megala,Maniola-megala-description,,,,
445,445,432566,eBMS583,Maniola cypricola,Maniola-cypricola-description,,,,
446,446,432567,eBMS584,Maniola telmessia,Maniola-telmessia-description,,,,
447,447,432568,eBMS585,Maniola halicarnassus,Maniola-halicarnassus-description,,,,
448,448,432569,eBMS586,Erebia edda,Erebia-edda-description,,,,
449,449,432570,eBMS587,Erebia fasciata,Erebia-fasciata-description,,,,
450,450,432571,eBMS588,Erebia discoidalis,Erebia-discoidalis-description,,,,
451,451,432572,eBMS589,Erebia rossii,Erebia-rossii-description,,,,
452,452,432573,eBMS590,Erebia cyclopius,Erebia-cyclopius-description,,,,
453,453,432574,eBMS591,Erebia embla,Erebia-embla-description,,,,
454,454,432575,eBMS592,Erebia disa,Erebia-disa-description,,,,
455,455,432576,eBMS593,Erebia meolans,Erebia-meolans-description,214,1024,717,Kars Veling
456,456,432577,eBMS594,Erebia dabanensis,Erebia-dabanensis-description,,,,
457,457,432578,eBMS595,Erebia jeniseiensis,Erebia-jeniseiensis-description,,,,
458,458,432579,eBMS596,Erebia claudina,Erebia-claudina-description,,,,
459,459,432730,eBMS597,Erebia manto,Erebia-manto-description,,,,
460,460,432581,eBMS598,Erebia ottomana,Erebia-ottomana-description,208,1024,674,Kars Veling
461,461,432582,eBMS599,Erebia hispania,Erebia-hispania-description,,,,
462,462,432583,eBMS600,Erebia rondoui,Erebia-rondoui-description,,,,
463,463,432584,eBMS601,Erebia callias,Erebia-callias-description,,,,
464,464,432585,eBMS602,Erebia tyndarus,Erebia-tyndarus-description,209,1024,683,Kars Veling
465,465,432586,eBMS603,Erebia cassioides,Erebia-cassioides-description,210,1024,678,Kars Veling
466,466,432587,eBMS604,Erebia nivalis,Erebia-nivalis-description,,,,
467,467,432588,eBMS605,Erebia neleus,Erebia-neleus-description,,,,
468,468,432589,eBMS606,Erebia calcarius,Erebia-calcarius-description,,,,
469,469,432590,eBMS607,Erebia arvernensis,Erebia-arvernensis-description,,,,
470,470,432591,eBMS608,Erebia oeme,Erebia-oeme-description,213,1024,683,Rudi Verovnik
471,471,432592,eBMS609,Erebia gorge,Erebia-gorge-description,206,1024,683,Kars Veling
472,472,432593,eBMS610,Erebia sthennyo,Erebia-sthennyo-description,,,,
473,473,432594,eBMS611,Erebia pandrose,Erebia-pandrose-description,215,1024,683,Rudi Verovnik
474,474,432595,eBMS612,Erebia eriphyle,Erebia-eriphyle-description,,,,
475,475,432596,eBMS613,Erebia epistygne,Erebia-epistygne-description,,,,
476,476,432597,eBMS614,Erebia euryale,Erebia-euryale-description,198,1024,683,Rudi Verovnik
477,477,432598,eBMS615,Erebia palarica,Erebia-palarica-description,,,,
478,478,432599,eBMS616,Erebia ligea,Erebia-ligea-description,197,1024,683,Martin Wiemers
479,479,432600,eBMS617,Erebia pluto,Erebia-pluto-description,205,1024,679,Kars Veling
480,480,432601,eBMS618,Erebia aethiopellus,Erebia-aethiopellus-description,,,,
481,481,432602,eBMS619,Erebia gorgone,Erebia-gorgone-description,,,,
482,482,432603,eBMS620,Erebia rhodopensis,Erebia-rhodopensis-description,,,,
483,483,432604,eBMS621,Erebia mnestra,Erebia-mnestra-description,207,1024,668,Martin Wiemers
484,484,432605,eBMS622,Erebia albergana,Erebia-albergana-description,204,1024,746,Kars Veling
485,485,432606,eBMS623,Erebia sudetica,Erebia-sudetica-description,,,,
486,486,432607,eBMS624,Erebia melampus,Erebia-melampus-description,201,1024,683,Martin Wiemers
487,487,432608,eBMS625,Erebia triarius,Erebia-triarius-description,,,,
488,488,432609,eBMS626,Erebia polaris,Erebia-polaris-description,,,,
489,489,432610,eBMS627,Erebia medusa,Erebia-medusa-description,203,1024,781,Chris Van Swaay
490,490,432611,eBMS628,Erebia aethiops,Erebia-aethiops-description,202,1024,683,Kars Veling
491,491,432612,eBMS629,Erebia pharte,Erebia-pharte-description,200,1024,678,Kars Veling
492,492,432613,eBMS630,Erebia christi,Erebia-christi-description,,,,
493,493,432614,eBMS631,Erebia orientalis,Erebia-orientalis-description,,,,
494,494,432615,eBMS632,Erebia epiphron,Erebia-epiphron-description,199,1024,683,Rudi Verovnik
495,495,432616,eBMS633,Erebia flavofasciata,Erebia-flavofasciata-description,,,,
496,496,432617,eBMS634,Erebia montana,Erebia-montana-description,,,,
497,497,432618,eBMS635,Erebia styx,Erebia-styx-description,212,1024,668,Martin Wiemers
498,498,432619,eBMS636,Erebia stiria,Erebia-stiria-description,,,,
499,499,432620,eBMS637,Erebia scipio,Erebia-scipio-description,,,,
500,500,432621,eBMS638,Erebia pronoe,Erebia-pronoe-description,211,1024,681,Albert Vliegenthart
501,501,432622,eBMS639,Erebia melas,Erebia-melas-description,,,,
502,502,432623,eBMS640,Erebia lefebvrei,Erebia-lefebvrei-description,,,,
503,503,432624,eBMS641,Erebia zapateri,Erebia-zapateri-description,,,,
504,504,432625,eBMS642,Erebia neoridas,Erebia-neoridas-description,,,,
